"Var1" "Var2" "type"
"3310" "692" "690" "SG"
"3311" "706" "690" "SG"
"3312" "793" "690" "SG"
"3313" "785" "690" "SG"
"3314" "772" "690" "SG"
"3315" "754" "690" "SG"
"3316" "730" "690" "SG"
"3317" "760" "690" "SG"
"3318" "790" "690" "SG"
"3319" "794" "690" "SG"
"3320" "788" "690" "SG"
"3321" "783" "690" "SG"
"3322" "784" "690" "SG"
"3323" "776" "690" "SG"
"3324" "712" "690" "SG"
"3325" "709" "690" "SG"
"3326" "723" "690" "SG"
"3327" "724" "690" "SG"
"3328" "780" "690" "SG"
"3329" "657" "660" "SG"
"3330" "675" "660" "SG"
"3331" "678" "660" "SG"
"3332" "651" "660" "SG"
"3333" "669" "660" "SG"
"3334" "702" "660" "SG"
"3335" "700" "660" "SG"
"3336" "704" "660" "SG"
"3337" "697" "660" "SG"
"3338" "720" "660" "SG"
"3339" "665" "660" "SG"
"3340" "653" "660" "SG"
"3341" "661" "660" "SG"
"3342" "682" "660" "SG"
"3343" "663" "660" "SG"
"3344" "673" "660" "SG"
"3345" "737" "660" "SG"
"3346" "679" "660" "SG"
"3347" "666" "660" "SG"
"3348" "695" "660" "SG"
"3349" "685" "660" "SG"
"3350" "771" "660" "SG"
"3351" "715" "660" "SG"
"3352" "765" "660" "SG"
"3353" "667" "660" "SG"
"3354" "775" "660" "SG"
"3355" "761" "660" "SG"
"3356" "689" "660" "SG"
"3357" "773" "660" "SG"
"3358" "659" "660" "SG"
"3359" "671" "660" "SG"
"3360" "774" "660" "SG"
"3361" "731" "660" "SG"
"3362" "692" "660" "SG"
"3363" "706" "660" "SG"
"3364" "793" "660" "SG"
"3365" "785" "660" "SG"
"3366" "772" "660" "SG"
"3367" "754" "660" "SG"
"3368" "730" "660" "SG"
"3369" "760" "660" "SG"
"3370" "790" "660" "SG"
"3371" "794" "660" "SG"
"3372" "788" "660" "SG"
"3373" "783" "660" "SG"
"3374" "784" "660" "SG"
"3375" "776" "660" "SG"
"3376" "712" "660" "SG"
"3377" "709" "660" "SG"
"3378" "723" "660" "SG"
"3379" "724" "660" "SG"
"3380" "780" "660" "SG"
"3381" "657" "740" "SG"
"3382" "675" "740" "SG"
"3383" "678" "740" "SG"
"3384" "651" "740" "SG"
"3385" "669" "740" "SG"
"3386" "702" "740" "SG"
"3387" "700" "740" "SG"
"3388" "704" "740" "SG"
"3389" "697" "740" "SG"
"3390" "720" "740" "SG"
"3391" "665" "740" "SG"
"3392" "653" "740" "SG"
"3393" "661" "740" "SG"
"3394" "682" "740" "SG"
"3395" "663" "740" "SG"
"3396" "673" "740" "SG"
"3397" "737" "740" "SG"
"3398" "679" "740" "SG"
"3399" "666" "740" "SG"
"3400" "695" "740" "SG"
"3401" "685" "740" "SG"
"3402" "771" "740" "SG"
"3403" "715" "740" "SG"
"3404" "765" "740" "SG"
"3405" "667" "740" "SG"
"3406" "775" "740" "SG"
"3407" "761" "740" "SG"
"3408" "689" "740" "SG"
"3409" "773" "740" "SG"
"3410" "659" "740" "SG"
"3411" "671" "740" "SG"
"3412" "774" "740" "SG"
"3413" "731" "740" "SG"
"3414" "692" "740" "SG"
"3415" "706" "740" "SG"
"3416" "793" "740" "SG"
"3417" "785" "740" "SG"
"3418" "772" "740" "SG"
"3419" "754" "740" "SG"
"3420" "730" "740" "SG"
"3421" "760" "740" "SG"
"3422" "790" "740" "SG"
"3423" "794" "740" "SG"
"3424" "788" "740" "SG"
"3425" "783" "740" "SG"
"3426" "784" "740" "SG"
"3427" "776" "740" "SG"
"3428" "712" "740" "SG"
"3429" "709" "740" "SG"
"3430" "723" "740" "SG"
"3431" "724" "740" "SG"
"3432" "780" "740" "SG"
"3433" "657" "739" "SG"
"3434" "675" "739" "SG"
"3435" "678" "739" "SG"
"3436" "651" "739" "SG"
"3437" "669" "739" "SG"
"3438" "702" "739" "SG"
"3439" "700" "739" "SG"
"3440" "704" "739" "SG"
"3441" "697" "739" "SG"
"3442" "720" "739" "SG"
"3443" "665" "739" "SG"
"3444" "653" "739" "SG"
"3445" "661" "739" "SG"
"3446" "682" "739" "SG"
"3447" "663" "739" "SG"
"3448" "673" "739" "SG"
"3449" "737" "739" "SG"
"3450" "679" "739" "SG"
"3451" "666" "739" "SG"
"3452" "695" "739" "SG"
"3453" "685" "739" "SG"
"3454" "771" "739" "SG"
"3455" "715" "739" "SG"
"3456" "765" "739" "SG"
"3457" "667" "739" "SG"
"3458" "775" "739" "SG"
"3459" "761" "739" "SG"
"3460" "689" "739" "SG"
"3461" "773" "739" "SG"
"3462" "659" "739" "SG"
"3463" "671" "739" "SG"
"3464" "774" "739" "SG"
"3465" "731" "739" "SG"
"3466" "692" "739" "SG"
"3467" "706" "739" "SG"
"3468" "793" "739" "SG"
"3469" "785" "739" "SG"
"3470" "772" "739" "SG"
"3471" "754" "739" "SG"
"3472" "730" "739" "SG"
"3473" "760" "739" "SG"
"3474" "790" "739" "SG"
"3475" "794" "739" "SG"
"3476" "788" "739" "SG"
"3477" "783" "739" "SG"
"3478" "784" "739" "SG"
"3479" "776" "739" "SG"
"3480" "712" "739" "SG"
"3481" "709" "739" "SG"
"3482" "723" "739" "SG"
"3483" "724" "739" "SG"
"3484" "780" "739" "SG"
"3485" "657" "764" "SG"
"3486" "675" "764" "SG"
"3487" "678" "764" "SG"
"3488" "651" "764" "SG"
"3489" "669" "764" "SG"
"3490" "702" "764" "SG"
"3491" "700" "764" "SG"
"3492" "704" "764" "SG"
"3493" "697" "764" "SG"
"3494" "720" "764" "SG"
"3495" "665" "764" "SG"
"3496" "653" "764" "SG"
"3497" "661" "764" "SG"
"3498" "682" "764" "SG"
"3499" "663" "764" "SG"
"3500" "673" "764" "SG"
"3501" "737" "764" "SG"
"3502" "679" "764" "SG"
"3503" "666" "764" "SG"
"3504" "695" "764" "SG"
"3505" "685" "764" "SG"
"3506" "771" "764" "SG"
"3507" "715" "764" "SG"
"3508" "765" "764" "SG"
"3509" "667" "764" "SG"
"3510" "775" "764" "SG"
"3511" "761" "764" "SG"
"3512" "689" "764" "SG"
"3513" "773" "764" "SG"
"3514" "659" "764" "SG"
"3515" "671" "764" "SG"
"3516" "774" "764" "SG"
"3517" "731" "764" "SG"
"3518" "692" "764" "SG"
"3519" "706" "764" "SG"
"3520" "793" "764" "SG"
"3521" "785" "764" "SG"
"3522" "772" "764" "SG"
"3523" "754" "764" "SG"
"3524" "730" "764" "SG"
"3525" "760" "764" "SG"
"3526" "790" "764" "SG"
"3527" "794" "764" "SG"
"3528" "788" "764" "SG"
"3529" "783" "764" "SG"
"3530" "784" "764" "SG"
"3531" "776" "764" "SG"
"3532" "712" "764" "SG"
"3533" "709" "764" "SG"
"3534" "723" "764" "SG"
"3535" "724" "764" "SG"
"3536" "780" "764" "SG"
"3537" "657" "769" "SG"
"3538" "675" "769" "SG"
"3539" "678" "769" "SG"
"3540" "651" "769" "SG"
"3541" "669" "769" "SG"
"3542" "702" "769" "SG"
"3543" "700" "769" "SG"
"3544" "704" "769" "SG"
"3545" "697" "769" "SG"
"3546" "720" "769" "SG"
"3547" "665" "769" "SG"
"3548" "653" "769" "SG"
"3549" "661" "769" "SG"
"3550" "682" "769" "SG"
"3551" "663" "769" "SG"
"3552" "673" "769" "SG"
"3553" "737" "769" "SG"
"3554" "679" "769" "SG"
"3555" "666" "769" "SG"
"3556" "695" "769" "SG"
"3557" "685" "769" "SG"
"3558" "771" "769" "SG"
"3559" "715" "769" "SG"
"3560" "765" "769" "SG"
"3561" "667" "769" "SG"
"3562" "775" "769" "SG"
"3563" "761" "769" "SG"
"3564" "689" "769" "SG"
"3565" "773" "769" "SG"
"3566" "659" "769" "SG"
"3567" "671" "769" "SG"
"3568" "774" "769" "SG"
"3569" "731" "769" "SG"
"3570" "692" "769" "SG"
"3571" "706" "769" "SG"
"3572" "793" "769" "SG"
"3573" "785" "769" "SG"
"3574" "772" "769" "SG"
"3575" "754" "769" "SG"
"3576" "730" "769" "SG"
"3577" "760" "769" "SG"
"3578" "790" "769" "SG"
"3579" "794" "769" "SG"
"3580" "788" "769" "SG"
"3581" "783" "769" "SG"
"3582" "784" "769" "SG"
"3583" "776" "769" "SG"
"3584" "712" "769" "SG"
"3585" "709" "769" "SG"
"3586" "723" "769" "SG"
"3587" "724" "769" "SG"
"3588" "780" "769" "SG"
"3589" "657" "717" "SG"
"3590" "675" "717" "SG"
"3591" "678" "717" "SG"
"3592" "651" "717" "SG"
"3593" "669" "717" "SG"
"3594" "702" "717" "SG"
"3595" "700" "717" "SG"
"3596" "704" "717" "SG"
"3597" "697" "717" "SG"
"3598" "720" "717" "SG"
"3599" "665" "717" "SG"
"3600" "653" "717" "SG"
"3601" "661" "717" "SG"
"3602" "682" "717" "SG"
"3603" "663" "717" "SG"
"3604" "673" "717" "SG"
"3605" "737" "717" "SG"
"3606" "679" "717" "SG"
"3607" "666" "717" "SG"
"3608" "695" "717" "SG"
"3609" "685" "717" "SG"
"3610" "771" "717" "SG"
"3611" "715" "717" "SG"
"3612" "765" "717" "SG"
"3613" "667" "717" "SG"
"3614" "775" "717" "SG"
"3615" "761" "717" "SG"
"3616" "689" "717" "SG"
"3617" "773" "717" "SG"
"3618" "659" "717" "SG"
"3619" "671" "717" "SG"
"3620" "774" "717" "SG"
"3621" "731" "717" "SG"
"3622" "692" "717" "SG"
"3623" "706" "717" "SG"
"3624" "793" "717" "SG"
"3625" "785" "717" "SG"
"3626" "772" "717" "SG"
"3627" "754" "717" "SG"
"3628" "730" "717" "SG"
"3629" "760" "717" "SG"
"3630" "790" "717" "SG"
"3631" "794" "717" "SG"
"3632" "788" "717" "SG"
"3633" "783" "717" "SG"
"3634" "784" "717" "SG"
"3635" "776" "717" "SG"
"3636" "712" "717" "SG"
"3637" "709" "717" "SG"
"3638" "723" "717" "SG"
"3639" "724" "717" "SG"
"3640" "780" "717" "SG"
"3641" "657" "681" "SG"
"3642" "675" "681" "SG"
"3643" "678" "681" "SG"
"3644" "651" "681" "SG"
"3645" "669" "681" "SG"
"3646" "702" "681" "SG"
"3647" "700" "681" "SG"
"3648" "704" "681" "SG"
"3649" "697" "681" "SG"
"3650" "720" "681" "SG"
"3651" "665" "681" "SG"
"3652" "653" "681" "SG"
"3653" "661" "681" "SG"
"3654" "682" "681" "SG"
"3655" "663" "681" "SG"
"3656" "673" "681" "SG"
"3657" "737" "681" "SG"
"3658" "679" "681" "SG"
"3659" "666" "681" "SG"
"3660" "695" "681" "SG"
"3661" "685" "681" "SG"
"3662" "771" "681" "SG"
"3663" "715" "681" "SG"
"3664" "765" "681" "SG"
"3665" "667" "681" "SG"
"3666" "775" "681" "SG"
"3667" "761" "681" "SG"
"3668" "689" "681" "SG"
"3669" "773" "681" "SG"
"3670" "659" "681" "SG"
"3671" "671" "681" "SG"
"3672" "774" "681" "SG"
"3673" "731" "681" "SG"
"3674" "692" "681" "SG"
"3675" "706" "681" "SG"
"3676" "793" "681" "SG"
"3677" "785" "681" "SG"
"3678" "772" "681" "SG"
"3679" "754" "681" "SG"
"3680" "730" "681" "SG"
"3681" "760" "681" "SG"
"3682" "790" "681" "SG"
"3683" "794" "681" "SG"
"3684" "788" "681" "SG"
"3685" "783" "681" "SG"
"3686" "784" "681" "SG"
"3687" "776" "681" "SG"
"3688" "712" "681" "SG"
"3689" "709" "681" "SG"
"3690" "723" "681" "SG"
"3691" "724" "681" "SG"
"3692" "780" "681" "SG"
"3693" "657" "779" "SG"
"3694" "675" "779" "SG"
"3695" "678" "779" "SG"
"3696" "651" "779" "SG"
"3697" "669" "779" "SG"
"3698" "702" "779" "SG"
"3699" "700" "779" "SG"
"3700" "704" "779" "SG"
"3701" "697" "779" "SG"
"3702" "720" "779" "SG"
"3703" "665" "779" "SG"
"3704" "653" "779" "SG"
"3705" "661" "779" "SG"
"3706" "682" "779" "SG"
"3707" "663" "779" "SG"
"3708" "673" "779" "SG"
"3709" "737" "779" "SG"
"3710" "679" "779" "SG"
"3711" "666" "779" "SG"
"3712" "695" "779" "SG"
"3713" "685" "779" "SG"
"3714" "771" "779" "SG"
"3715" "715" "779" "SG"
"3716" "765" "779" "SG"
"3717" "667" "779" "SG"
"3718" "775" "779" "SG"
"3719" "761" "779" "SG"
"3720" "689" "779" "SG"
"3721" "773" "779" "SG"
"3722" "659" "779" "SG"
"3723" "671" "779" "SG"
"3724" "774" "779" "SG"
"3725" "731" "779" "SG"
"3726" "692" "779" "SG"
"3727" "706" "779" "SG"
"3728" "793" "779" "SG"
"3729" "785" "779" "SG"
"3730" "772" "779" "SG"
"3731" "754" "779" "SG"
"3732" "730" "779" "SG"
"3733" "760" "779" "SG"
"3734" "790" "779" "SG"
"3735" "794" "779" "SG"
"3736" "788" "779" "SG"
"3737" "783" "779" "SG"
"3738" "784" "779" "SG"
"3739" "776" "779" "SG"
"3740" "712" "779" "SG"
"3741" "709" "779" "SG"
"3742" "723" "779" "SG"
"3743" "724" "779" "SG"
"3744" "780" "779" "SG"
"3745" "657" "796" "SG"
"3746" "675" "796" "SG"
"3747" "678" "796" "SG"
"3748" "651" "796" "SG"
"3749" "669" "796" "SG"
"3750" "702" "796" "SG"
"3751" "700" "796" "SG"
"3752" "704" "796" "SG"
"3753" "697" "796" "SG"
"3754" "720" "796" "SG"
"3755" "665" "796" "SG"
"3756" "653" "796" "SG"
"3757" "661" "796" "SG"
"3758" "682" "796" "SG"
"3759" "663" "796" "SG"
"3760" "673" "796" "SG"
"3761" "737" "796" "SG"
"3762" "679" "796" "SG"
"3763" "666" "796" "SG"
"3764" "695" "796" "SG"
"3765" "685" "796" "SG"
"3766" "771" "796" "SG"
"3767" "715" "796" "SG"
"3768" "765" "796" "SG"
"3769" "667" "796" "SG"
"3770" "775" "796" "SG"
"3771" "761" "796" "SG"
"3772" "689" "796" "SG"
"3773" "773" "796" "SG"
"3774" "659" "796" "SG"
"3775" "671" "796" "SG"
"3776" "774" "796" "SG"
"3777" "731" "796" "SG"
"3778" "692" "796" "SG"
"3779" "706" "796" "SG"
"3780" "793" "796" "SG"
"3781" "785" "796" "SG"
"3782" "772" "796" "SG"
"3783" "754" "796" "SG"
"3784" "730" "796" "SG"
"3785" "760" "796" "SG"
"3786" "790" "796" "SG"
"3787" "794" "796" "SG"
"3788" "788" "796" "SG"
"3789" "783" "796" "SG"
"3790" "784" "796" "SG"
"3791" "776" "796" "SG"
"3792" "712" "796" "SG"
"3793" "709" "796" "SG"
"3794" "723" "796" "SG"
"3795" "724" "796" "SG"
"3796" "780" "796" "SG"
"3797" "657" "743" "SG"
"3798" "675" "743" "SG"
"3799" "678" "743" "SG"
"3800" "651" "743" "SG"
"3801" "669" "743" "SG"
"3802" "702" "743" "SG"
"3803" "700" "743" "SG"
"3804" "704" "743" "SG"
"3805" "697" "743" "SG"
"3806" "720" "743" "SG"
"3807" "665" "743" "SG"
"3808" "653" "743" "SG"
"3809" "661" "743" "SG"
"3810" "682" "743" "SG"
"3811" "663" "743" "SG"
"3812" "673" "743" "SG"
"3813" "737" "743" "SG"
"3814" "679" "743" "SG"
"3815" "666" "743" "SG"
"3816" "695" "743" "SG"
"3817" "685" "743" "SG"
"3818" "771" "743" "SG"
"3819" "715" "743" "SG"
"3820" "765" "743" "SG"
"3821" "667" "743" "SG"
"3822" "775" "743" "SG"
"3823" "761" "743" "SG"
"3824" "689" "743" "SG"
"3825" "773" "743" "SG"
"3826" "659" "743" "SG"
"3827" "671" "743" "SG"
"3828" "774" "743" "SG"
"3829" "731" "743" "SG"
"3830" "692" "743" "SG"
"3831" "706" "743" "SG"
"3832" "793" "743" "SG"
"3833" "785" "743" "SG"
"3834" "772" "743" "SG"
"3835" "754" "743" "SG"
"3836" "730" "743" "SG"
"3837" "760" "743" "SG"
"3838" "790" "743" "SG"
"3839" "794" "743" "SG"
"3840" "788" "743" "SG"
"3841" "783" "743" "SG"
"3842" "784" "743" "SG"
"3843" "776" "743" "SG"
"3844" "712" "743" "SG"
"3845" "709" "743" "SG"
"3846" "723" "743" "SG"
"3847" "724" "743" "SG"
"3848" "780" "743" "SG"
"3849" "657" "701" "SG"
"3850" "675" "701" "SG"
"3851" "678" "701" "SG"
"3852" "651" "701" "SG"
"3853" "669" "701" "SG"
"3854" "702" "701" "SG"
"3855" "700" "701" "SG"
"3856" "704" "701" "SG"
"3857" "697" "701" "SG"
"3858" "720" "701" "SG"
"3859" "665" "701" "SG"
"3860" "653" "701" "SG"
"3861" "661" "701" "SG"
"3862" "682" "701" "SG"
"3863" "663" "701" "SG"
"3864" "673" "701" "SG"
"3865" "737" "701" "SG"
"3866" "679" "701" "SG"
"3867" "666" "701" "SG"
"3868" "695" "701" "SG"
"3869" "685" "701" "SG"
"3870" "771" "701" "SG"
"3871" "715" "701" "SG"
"3872" "765" "701" "SG"
"3873" "667" "701" "SG"
"3874" "775" "701" "SG"
"3875" "761" "701" "SG"
"3876" "689" "701" "SG"
"3877" "773" "701" "SG"
"3878" "659" "701" "SG"
"3879" "671" "701" "SG"
"3880" "774" "701" "SG"
"3881" "731" "701" "SG"
"3882" "692" "701" "SG"
"3883" "706" "701" "SG"
"3884" "793" "701" "SG"
"3885" "785" "701" "SG"
"3886" "772" "701" "SG"
"3887" "754" "701" "SG"
"3888" "730" "701" "SG"
"3889" "760" "701" "SG"
"3890" "790" "701" "SG"
"3891" "794" "701" "SG"
"3892" "788" "701" "SG"
"3893" "783" "701" "SG"
"3894" "784" "701" "SG"
"3895" "776" "701" "SG"
"3896" "712" "701" "SG"
"3897" "709" "701" "SG"
"3898" "723" "701" "SG"
"3899" "724" "701" "SG"
"3900" "780" "701" "SG"
"3901" "657" "719" "SG"
"3902" "675" "719" "SG"
"3903" "678" "719" "SG"
"3904" "651" "719" "SG"
"3905" "669" "719" "SG"
"3906" "702" "719" "SG"
"3907" "700" "719" "SG"
"3908" "704" "719" "SG"
"3909" "697" "719" "SG"
"3910" "720" "719" "SG"
"3911" "665" "719" "SG"
"3912" "653" "719" "SG"
"3913" "661" "719" "SG"
"3914" "682" "719" "SG"
"3915" "663" "719" "SG"
"3916" "673" "719" "SG"
"3917" "737" "719" "SG"
"3918" "679" "719" "SG"
"3919" "666" "719" "SG"
"3920" "695" "719" "SG"
"3921" "685" "719" "SG"
"3922" "771" "719" "SG"
"3923" "715" "719" "SG"
"3924" "765" "719" "SG"
"3925" "667" "719" "SG"
"3926" "775" "719" "SG"
"3927" "761" "719" "SG"
"3928" "689" "719" "SG"
"3929" "773" "719" "SG"
"3930" "659" "719" "SG"
"3931" "671" "719" "SG"
"3932" "774" "719" "SG"
"3933" "731" "719" "SG"
"3934" "692" "719" "SG"
"3935" "706" "719" "SG"
"3936" "793" "719" "SG"
"3937" "785" "719" "SG"
"3938" "772" "719" "SG"
"3939" "754" "719" "SG"
"3940" "730" "719" "SG"
"3941" "760" "719" "SG"
"3942" "790" "719" "SG"
"3943" "794" "719" "SG"
"3944" "788" "719" "SG"
"3945" "783" "719" "SG"
"3946" "784" "719" "SG"
"3947" "776" "719" "SG"
"3948" "712" "719" "SG"
"3949" "709" "719" "SG"
"3950" "723" "719" "SG"
"3951" "724" "719" "SG"
"3952" "780" "719" "SG"
"3953" "657" "693" "SG"
"3954" "675" "693" "SG"
"3955" "678" "693" "SG"
"3956" "651" "693" "SG"
"3957" "669" "693" "SG"
"3958" "702" "693" "SG"
"3959" "700" "693" "SG"
"3960" "704" "693" "SG"
"3961" "697" "693" "SG"
"3962" "720" "693" "SG"
"3963" "665" "693" "SG"
"3964" "653" "693" "SG"
"3965" "661" "693" "SG"
"3966" "682" "693" "SG"
"3967" "663" "693" "SG"
"3968" "673" "693" "SG"
"3969" "737" "693" "SG"
"3970" "679" "693" "SG"
"3971" "666" "693" "SG"
"3972" "695" "693" "SG"
"3973" "685" "693" "SG"
"3974" "771" "693" "SG"
"3975" "715" "693" "SG"
"3976" "765" "693" "SG"
"3977" "667" "693" "SG"
"3978" "775" "693" "SG"
"3979" "761" "693" "SG"
"3980" "689" "693" "SG"
"3981" "773" "693" "SG"
"3982" "659" "693" "SG"
"3983" "671" "693" "SG"
"3984" "774" "693" "SG"
"3985" "731" "693" "SG"
"3986" "692" "693" "SG"
"3987" "706" "693" "SG"
"3988" "793" "693" "SG"
"3989" "785" "693" "SG"
"3990" "772" "693" "SG"
"3991" "754" "693" "SG"
"3992" "730" "693" "SG"
"3993" "760" "693" "SG"
"3994" "790" "693" "SG"
"3995" "794" "693" "SG"
"3996" "788" "693" "SG"
"3997" "783" "693" "SG"
"3998" "784" "693" "SG"
"3999" "776" "693" "SG"
"4000" "712" "693" "SG"
"4001" "709" "693" "SG"
"4002" "723" "693" "SG"
"4003" "724" "693" "SG"
"4004" "780" "693" "SG"
"4005" "657" "707" "SG"
"4006" "675" "707" "SG"
"4007" "678" "707" "SG"
"4008" "651" "707" "SG"
"4009" "669" "707" "SG"
"4010" "702" "707" "SG"
"4011" "700" "707" "SG"
"4012" "704" "707" "SG"
"4013" "697" "707" "SG"
"4014" "720" "707" "SG"
"4015" "665" "707" "SG"
"4016" "653" "707" "SG"
"4017" "661" "707" "SG"
"4018" "682" "707" "SG"
"4019" "663" "707" "SG"
"4020" "673" "707" "SG"
"4021" "737" "707" "SG"
"4022" "679" "707" "SG"
"4023" "666" "707" "SG"
"4024" "695" "707" "SG"
"4025" "685" "707" "SG"
"4026" "771" "707" "SG"
"4027" "715" "707" "SG"
"4028" "765" "707" "SG"
"4029" "667" "707" "SG"
"4030" "775" "707" "SG"
"4031" "761" "707" "SG"
"4032" "689" "707" "SG"
"4033" "773" "707" "SG"
"4034" "659" "707" "SG"
"4035" "671" "707" "SG"
"4036" "774" "707" "SG"
"4037" "731" "707" "SG"
"4038" "692" "707" "SG"
"4039" "706" "707" "SG"
"4040" "793" "707" "SG"
"4041" "785" "707" "SG"
"4042" "772" "707" "SG"
"4043" "754" "707" "SG"
"4044" "730" "707" "SG"
"4045" "760" "707" "SG"
"4046" "790" "707" "SG"
"4047" "794" "707" "SG"
"4048" "788" "707" "SG"
"4049" "783" "707" "SG"
"4050" "784" "707" "SG"
"4051" "776" "707" "SG"
"4052" "712" "707" "SG"
"4053" "709" "707" "SG"
"4054" "723" "707" "SG"
"4055" "724" "707" "SG"
"4056" "780" "707" "SG"
"4057" "657" "786" "SG"
"4058" "675" "786" "SG"
"4059" "678" "786" "SG"
"4060" "651" "786" "SG"
"4061" "669" "786" "SG"
"4062" "702" "786" "SG"
"4063" "700" "786" "SG"
"4064" "704" "786" "SG"
"4065" "697" "786" "SG"
"4066" "720" "786" "SG"
"4067" "665" "786" "SG"
"4068" "653" "786" "SG"
"4069" "661" "786" "SG"
"4070" "682" "786" "SG"
"4071" "663" "786" "SG"
"4072" "673" "786" "SG"
"4073" "737" "786" "SG"
"4074" "679" "786" "SG"
"4075" "666" "786" "SG"
"4076" "695" "786" "SG"
"4077" "685" "786" "SG"
"4078" "771" "786" "SG"
"4079" "715" "786" "SG"
"4080" "765" "786" "SG"
"4081" "667" "786" "SG"
"4082" "775" "786" "SG"
"4083" "761" "786" "SG"
"4084" "689" "786" "SG"
"4085" "773" "786" "SG"
"4086" "659" "786" "SG"
"4087" "671" "786" "SG"
"4088" "774" "786" "SG"
"4089" "731" "786" "SG"
"4090" "692" "786" "SG"
"4091" "706" "786" "SG"
"4092" "793" "786" "SG"
"4093" "785" "786" "SG"
"4094" "772" "786" "SG"
"4095" "754" "786" "SG"
"4096" "730" "786" "SG"
"4097" "760" "786" "SG"
"4098" "790" "786" "SG"
"4099" "794" "786" "SG"
"4100" "788" "786" "SG"
"4101" "783" "786" "SG"
"4102" "784" "786" "SG"
"4103" "776" "786" "SG"
"4104" "712" "786" "SG"
"4105" "709" "786" "SG"
"4106" "723" "786" "SG"
"4107" "724" "786" "SG"
"4108" "780" "786" "SG"
"4109" "657" "759" "SG"
"4110" "675" "759" "SG"
"4111" "678" "759" "SG"
"4112" "651" "759" "SG"
"4113" "669" "759" "SG"
"4114" "702" "759" "SG"
"4115" "700" "759" "SG"
"4116" "704" "759" "SG"
"4117" "697" "759" "SG"
"4118" "720" "759" "SG"
"4119" "665" "759" "SG"
"4120" "653" "759" "SG"
"4121" "661" "759" "SG"
"4122" "682" "759" "SG"
"4123" "663" "759" "SG"
"4124" "673" "759" "SG"
"4125" "737" "759" "SG"
"4126" "679" "759" "SG"
"4127" "666" "759" "SG"
"4128" "695" "759" "SG"
"4129" "685" "759" "SG"
"4130" "771" "759" "SG"
"4131" "715" "759" "SG"
"4132" "765" "759" "SG"
"4133" "667" "759" "SG"
"4134" "775" "759" "SG"
"4135" "761" "759" "SG"
"4136" "689" "759" "SG"
"4137" "773" "759" "SG"
"4138" "659" "759" "SG"
"4139" "671" "759" "SG"
"4140" "774" "759" "SG"
"4141" "731" "759" "SG"
"4142" "692" "759" "SG"
"4143" "706" "759" "SG"
"4144" "793" "759" "SG"
"4145" "785" "759" "SG"
"4146" "772" "759" "SG"
"4147" "754" "759" "SG"
"4148" "730" "759" "SG"
"4149" "760" "759" "SG"
"4150" "790" "759" "SG"
"4151" "794" "759" "SG"
"4152" "788" "759" "SG"
"4153" "783" "759" "SG"
"4154" "784" "759" "SG"
"4155" "776" "759" "SG"
"4156" "712" "759" "SG"
"4157" "709" "759" "SG"
"4158" "723" "759" "SG"
"4159" "724" "759" "SG"
"4160" "780" "759" "SG"
"4161" "657" "756" "SG"
"4162" "675" "756" "SG"
"4163" "678" "756" "SG"
"4164" "651" "756" "SG"
"4165" "669" "756" "SG"
"4166" "702" "756" "SG"
"4167" "700" "756" "SG"
"4168" "704" "756" "SG"
"4169" "697" "756" "SG"
"4170" "720" "756" "SG"
"4171" "665" "756" "SG"
"4172" "653" "756" "SG"
"4173" "661" "756" "SG"
"4174" "682" "756" "SG"
"4175" "663" "756" "SG"
"4176" "673" "756" "SG"
"4177" "737" "756" "SG"
"4178" "679" "756" "SG"
"4179" "666" "756" "SG"
"4180" "695" "756" "SG"
"4181" "685" "756" "SG"
"4182" "771" "756" "SG"
"4183" "715" "756" "SG"
"4184" "765" "756" "SG"
"4185" "667" "756" "SG"
"4186" "775" "756" "SG"
"4187" "761" "756" "SG"
"4188" "689" "756" "SG"
"4189" "773" "756" "SG"
"4190" "659" "756" "SG"
"4191" "671" "756" "SG"
"4192" "774" "756" "SG"
"4193" "731" "756" "SG"
"4194" "692" "756" "SG"
"4195" "706" "756" "SG"
"4196" "793" "756" "SG"
"4197" "785" "756" "SG"
"4198" "772" "756" "SG"
"4199" "754" "756" "SG"
"4200" "730" "756" "SG"
"4201" "760" "756" "SG"
"4202" "790" "756" "SG"
"4203" "794" "756" "SG"
"4204" "788" "756" "SG"
"4205" "783" "756" "SG"
"4206" "784" "756" "SG"
"4207" "776" "756" "SG"
"4208" "712" "756" "SG"
"4209" "709" "756" "SG"
"4210" "723" "756" "SG"
"4211" "724" "756" "SG"
"4212" "780" "756" "SG"
"4213" "657" "887" "SG"
"4214" "675" "887" "SG"
"4215" "678" "887" "SG"
"4216" "651" "887" "SG"
"4217" "669" "887" "SG"
"4218" "702" "887" "SG"
"4219" "700" "887" "SG"
"4220" "704" "887" "SG"
"4221" "697" "887" "SG"
"4222" "720" "887" "SG"
"4223" "665" "887" "SG"
"4224" "653" "887" "SG"
"4225" "661" "887" "SG"
"4226" "682" "887" "SG"
"4227" "663" "887" "SG"
"4228" "673" "887" "SG"
"4229" "737" "887" "SG"
"4230" "679" "887" "SG"
"4231" "666" "887" "SG"
"4232" "695" "887" "SG"
"4233" "685" "887" "SG"
"4234" "771" "887" "SG"
"4235" "715" "887" "SG"
"4236" "765" "887" "SG"
"4237" "667" "887" "SG"
"4238" "775" "887" "SG"
"4239" "761" "887" "SG"
"4240" "689" "887" "SG"
"4241" "773" "887" "SG"
