"Var1" "Var2" "type"
"9936" "744" "805" "GP"
"9937" "778" "805" "GP"
"9938" "746" "805" "GP"
"9939" "767" "805" "GP"
"9940" "741" "805" "GP"
"9941" "758" "805" "GP"
"9942" "726" "805" "GP"
"9943" "656" "805" "GP"
"9944" "686" "805" "GP"
"9945" "728" "805" "GP"
"9946" "668" "805" "GP"
"9947" "745" "805" "GP"
"9948" "762" "805" "GP"
"9949" "658" "805" "GP"
"9950" "733" "805" "GP"
"9951" "664" "805" "GP"
"9952" "690" "805" "GP"
"9953" "660" "805" "GP"
"9954" "740" "805" "GP"
"9955" "739" "805" "GP"
"9956" "764" "805" "GP"
"9957" "769" "805" "GP"
"9958" "717" "805" "GP"
"9959" "681" "805" "GP"
"9960" "779" "805" "GP"
"9961" "796" "805" "GP"
"9962" "743" "805" "GP"
"9963" "701" "805" "GP"
"9964" "719" "805" "GP"
"9965" "693" "805" "GP"
"9966" "707" "805" "GP"
"9967" "786" "805" "GP"
"9968" "759" "805" "GP"
"9969" "756" "805" "GP"
"9970" "887" "805" "GP"
"9971" "727" "805" "GP"
"9972" "795" "805" "GP"
"9973" "748" "805" "GP"
"9974" "755" "805" "GP"
"9975" "684" "805" "GP"
"9976" "770" "805" "GP"
"9977" "791" "805" "GP"
"9978" "792" "805" "GP"
"9979" "781" "805" "GP"
"9980" "714" "805" "GP"
"9981" "713" "805" "GP"
"9982" "710" "805" "GP"
"9983" "766" "805" "GP"
"9984" "924" "805" "GP"
"9985" "729" "837" "GP"
"9986" "676" "837" "GP"
"9987" "687" "837" "GP"
"9988" "787" "837" "GP"
"9989" "683" "837" "GP"
"9990" "734" "837" "GP"
"9991" "703" "837" "GP"
"9992" "688" "837" "GP"
"9993" "711" "837" "GP"
"9994" "699" "837" "GP"
"9995" "721" "837" "GP"
"9996" "718" "837" "GP"
"9997" "708" "837" "GP"
"9998" "732" "837" "GP"
"9999" "662" "837" "GP"
"10000" "725" "837" "GP"
"10001" "752" "837" "GP"
"10002" "751" "837" "GP"
"10003" "736" "837" "GP"
"10004" "672" "837" "GP"
"10005" "722" "837" "GP"
"10006" "768" "837" "GP"
"10007" "674" "837" "GP"
"10008" "677" "837" "GP"
"10009" "738" "837" "GP"
"10010" "735" "837" "GP"
"10011" "694" "837" "GP"
"10012" "652" "837" "GP"
"10013" "691" "837" "GP"
"10014" "757" "837" "GP"
"10015" "782" "837" "GP"
"10016" "680" "837" "GP"
"10017" "742" "837" "GP"
"10018" "696" "837" "GP"
"10019" "763" "837" "GP"
"10020" "753" "837" "GP"
"10021" "670" "837" "GP"
"10022" "749" "837" "GP"
"10023" "750" "837" "GP"
"10024" "654" "837" "GP"
"10025" "655" "837" "GP"
"10026" "747" "837" "GP"
"10027" "789" "837" "GP"
"10028" "698" "837" "GP"
"10029" "716" "837" "GP"
"10030" "705" "837" "GP"
"10031" "777" "837" "GP"
"10032" "744" "837" "GP"
"10033" "778" "837" "GP"
"10034" "746" "837" "GP"
"10035" "767" "837" "GP"
"10036" "741" "837" "GP"
"10037" "758" "837" "GP"
"10038" "726" "837" "GP"
"10039" "656" "837" "GP"
"10040" "686" "837" "GP"
"10041" "728" "837" "GP"
"10042" "668" "837" "GP"
"10043" "745" "837" "GP"
"10044" "762" "837" "GP"
"10045" "658" "837" "GP"
"10046" "733" "837" "GP"
"10047" "664" "837" "GP"
"10048" "690" "837" "GP"
"10049" "660" "837" "GP"
"10050" "740" "837" "GP"
"10051" "739" "837" "GP"
"10052" "764" "837" "GP"
"10053" "769" "837" "GP"
"10054" "717" "837" "GP"
"10055" "681" "837" "GP"
"10056" "779" "837" "GP"
"10057" "796" "837" "GP"
"10058" "743" "837" "GP"
"10059" "701" "837" "GP"
"10060" "719" "837" "GP"
"10061" "693" "837" "GP"
"10062" "707" "837" "GP"
"10063" "786" "837" "GP"
"10064" "759" "837" "GP"
"10065" "756" "837" "GP"
"10066" "887" "837" "GP"
"10067" "727" "837" "GP"
"10068" "795" "837" "GP"
"10069" "748" "837" "GP"
"10070" "755" "837" "GP"
"10071" "684" "837" "GP"
"10072" "770" "837" "GP"
"10073" "791" "837" "GP"
"10074" "792" "837" "GP"
"10075" "781" "837" "GP"
"10076" "714" "837" "GP"
"10077" "713" "837" "GP"
"10078" "710" "837" "GP"
"10079" "766" "837" "GP"
"10080" "924" "837" "GP"
"10081" "729" "811" "GP"
"10082" "676" "811" "GP"
"10083" "687" "811" "GP"
"10084" "787" "811" "GP"
"10085" "683" "811" "GP"
"10086" "734" "811" "GP"
"10087" "703" "811" "GP"
"10088" "688" "811" "GP"
"10089" "711" "811" "GP"
"10090" "699" "811" "GP"
"10091" "721" "811" "GP"
"10092" "718" "811" "GP"
"10093" "708" "811" "GP"
"10094" "732" "811" "GP"
"10095" "662" "811" "GP"
"10096" "725" "811" "GP"
"10097" "752" "811" "GP"
"10098" "751" "811" "GP"
"10099" "736" "811" "GP"
"10100" "672" "811" "GP"
"10101" "722" "811" "GP"
"10102" "768" "811" "GP"
"10103" "674" "811" "GP"
"10104" "677" "811" "GP"
"10105" "738" "811" "GP"
"10106" "735" "811" "GP"
"10107" "694" "811" "GP"
"10108" "652" "811" "GP"
"10109" "691" "811" "GP"
"10110" "757" "811" "GP"
"10111" "782" "811" "GP"
"10112" "680" "811" "GP"
"10113" "742" "811" "GP"
"10114" "696" "811" "GP"
"10115" "763" "811" "GP"
"10116" "753" "811" "GP"
"10117" "670" "811" "GP"
"10118" "749" "811" "GP"
"10119" "750" "811" "GP"
"10120" "654" "811" "GP"
"10121" "655" "811" "GP"
"10122" "747" "811" "GP"
"10123" "789" "811" "GP"
"10124" "698" "811" "GP"
"10125" "716" "811" "GP"
"10126" "705" "811" "GP"
"10127" "777" "811" "GP"
"10128" "744" "811" "GP"
"10129" "778" "811" "GP"
"10130" "746" "811" "GP"
"10131" "767" "811" "GP"
"10132" "741" "811" "GP"
"10133" "758" "811" "GP"
"10134" "726" "811" "GP"
"10135" "656" "811" "GP"
"10136" "686" "811" "GP"
"10137" "728" "811" "GP"
"10138" "668" "811" "GP"
"10139" "745" "811" "GP"
"10140" "762" "811" "GP"
"10141" "658" "811" "GP"
"10142" "733" "811" "GP"
"10143" "664" "811" "GP"
"10144" "690" "811" "GP"
"10145" "660" "811" "GP"
"10146" "740" "811" "GP"
"10147" "739" "811" "GP"
"10148" "764" "811" "GP"
"10149" "769" "811" "GP"
"10150" "717" "811" "GP"
"10151" "681" "811" "GP"
"10152" "779" "811" "GP"
"10153" "796" "811" "GP"
"10154" "743" "811" "GP"
"10155" "701" "811" "GP"
"10156" "719" "811" "GP"
"10157" "693" "811" "GP"
"10158" "707" "811" "GP"
"10159" "786" "811" "GP"
"10160" "759" "811" "GP"
"10161" "756" "811" "GP"
"10162" "887" "811" "GP"
"10163" "727" "811" "GP"
"10164" "795" "811" "GP"
"10165" "748" "811" "GP"
"10166" "755" "811" "GP"
"10167" "684" "811" "GP"
"10168" "770" "811" "GP"
"10169" "791" "811" "GP"
"10170" "792" "811" "GP"
"10171" "781" "811" "GP"
"10172" "714" "811" "GP"
"10173" "713" "811" "GP"
"10174" "710" "811" "GP"
"10175" "766" "811" "GP"
"10176" "924" "811" "GP"
"10177" "729" "839" "GP"
"10178" "676" "839" "GP"
"10179" "687" "839" "GP"
"10180" "787" "839" "GP"
"10181" "683" "839" "GP"
"10182" "734" "839" "GP"
"10183" "703" "839" "GP"
"10184" "688" "839" "GP"
"10185" "711" "839" "GP"
"10186" "699" "839" "GP"
"10187" "721" "839" "GP"
"10188" "718" "839" "GP"
"10189" "708" "839" "GP"
"10190" "732" "839" "GP"
"10191" "662" "839" "GP"
"10192" "725" "839" "GP"
"10193" "752" "839" "GP"
"10194" "751" "839" "GP"
"10195" "736" "839" "GP"
"10196" "672" "839" "GP"
"10197" "722" "839" "GP"
"10198" "768" "839" "GP"
"10199" "674" "839" "GP"
"10200" "677" "839" "GP"
"10201" "738" "839" "GP"
"10202" "735" "839" "GP"
"10203" "694" "839" "GP"
"10204" "652" "839" "GP"
"10205" "691" "839" "GP"
"10206" "757" "839" "GP"
"10207" "782" "839" "GP"
"10208" "680" "839" "GP"
"10209" "742" "839" "GP"
"10210" "696" "839" "GP"
"10211" "763" "839" "GP"
"10212" "753" "839" "GP"
"10213" "670" "839" "GP"
"10214" "749" "839" "GP"
"10215" "750" "839" "GP"
"10216" "654" "839" "GP"
"10217" "655" "839" "GP"
"10218" "747" "839" "GP"
"10219" "789" "839" "GP"
"10220" "698" "839" "GP"
"10221" "716" "839" "GP"
"10222" "705" "839" "GP"
"10223" "777" "839" "GP"
"10224" "744" "839" "GP"
"10225" "778" "839" "GP"
"10226" "746" "839" "GP"
"10227" "767" "839" "GP"
"10228" "741" "839" "GP"
"10229" "758" "839" "GP"
"10230" "726" "839" "GP"
"10231" "656" "839" "GP"
"10232" "686" "839" "GP"
"10233" "728" "839" "GP"
"10234" "668" "839" "GP"
"10235" "745" "839" "GP"
"10236" "762" "839" "GP"
"10237" "658" "839" "GP"
"10238" "733" "839" "GP"
"10239" "664" "839" "GP"
"10240" "690" "839" "GP"
"10241" "660" "839" "GP"
"10242" "740" "839" "GP"
"10243" "739" "839" "GP"
"10244" "764" "839" "GP"
"10245" "769" "839" "GP"
"10246" "717" "839" "GP"
"10247" "681" "839" "GP"
"10248" "779" "839" "GP"
"10249" "796" "839" "GP"
"10250" "743" "839" "GP"
"10251" "701" "839" "GP"
"10252" "719" "839" "GP"
"10253" "693" "839" "GP"
"10254" "707" "839" "GP"
"10255" "786" "839" "GP"
"10256" "759" "839" "GP"
"10257" "756" "839" "GP"
"10258" "887" "839" "GP"
"10259" "727" "839" "GP"
"10260" "795" "839" "GP"
"10261" "748" "839" "GP"
"10262" "755" "839" "GP"
"10263" "684" "839" "GP"
"10264" "770" "839" "GP"
"10265" "791" "839" "GP"
"10266" "792" "839" "GP"
"10267" "781" "839" "GP"
"10268" "714" "839" "GP"
"10269" "713" "839" "GP"
"10270" "710" "839" "GP"
"10271" "766" "839" "GP"
"10272" "924" "839" "GP"
"10273" "729" "888" "GP"
"10274" "676" "888" "GP"
"10275" "687" "888" "GP"
"10276" "787" "888" "GP"
"10277" "683" "888" "GP"
"10278" "734" "888" "GP"
"10279" "703" "888" "GP"
"10280" "688" "888" "GP"
"10281" "711" "888" "GP"
"10282" "699" "888" "GP"
"10283" "721" "888" "GP"
"10284" "718" "888" "GP"
"10285" "708" "888" "GP"
"10286" "732" "888" "GP"
"10287" "662" "888" "GP"
"10288" "725" "888" "GP"
"10289" "752" "888" "GP"
"10290" "751" "888" "GP"
"10291" "736" "888" "GP"
"10292" "672" "888" "GP"
"10293" "722" "888" "GP"
"10294" "768" "888" "GP"
"10295" "674" "888" "GP"
"10296" "677" "888" "GP"
"10297" "738" "888" "GP"
"10298" "735" "888" "GP"
"10299" "694" "888" "GP"
"10300" "652" "888" "GP"
"10301" "691" "888" "GP"
"10302" "757" "888" "GP"
"10303" "782" "888" "GP"
"10304" "680" "888" "GP"
"10305" "742" "888" "GP"
"10306" "696" "888" "GP"
"10307" "763" "888" "GP"
"10308" "753" "888" "GP"
"10309" "670" "888" "GP"
"10310" "749" "888" "GP"
"10311" "750" "888" "GP"
"10312" "654" "888" "GP"
"10313" "655" "888" "GP"
"10314" "747" "888" "GP"
"10315" "789" "888" "GP"
"10316" "698" "888" "GP"
"10317" "716" "888" "GP"
"10318" "705" "888" "GP"
"10319" "777" "888" "GP"
"10320" "744" "888" "GP"
"10321" "778" "888" "GP"
"10322" "746" "888" "GP"
"10323" "767" "888" "GP"
"10324" "741" "888" "GP"
"10325" "758" "888" "GP"
"10326" "726" "888" "GP"
"10327" "656" "888" "GP"
"10328" "686" "888" "GP"
"10329" "728" "888" "GP"
"10330" "668" "888" "GP"
"10331" "745" "888" "GP"
"10332" "762" "888" "GP"
"10333" "658" "888" "GP"
"10334" "733" "888" "GP"
"10335" "664" "888" "GP"
"10336" "690" "888" "GP"
"10337" "660" "888" "GP"
"10338" "740" "888" "GP"
"10339" "739" "888" "GP"
"10340" "764" "888" "GP"
"10341" "769" "888" "GP"
"10342" "717" "888" "GP"
"10343" "681" "888" "GP"
"10344" "779" "888" "GP"
"10345" "796" "888" "GP"
"10346" "743" "888" "GP"
"10347" "701" "888" "GP"
"10348" "719" "888" "GP"
"10349" "693" "888" "GP"
"10350" "707" "888" "GP"
"10351" "786" "888" "GP"
"10352" "759" "888" "GP"
"10353" "756" "888" "GP"
"10354" "887" "888" "GP"
"10355" "727" "888" "GP"
"10356" "795" "888" "GP"
"10357" "748" "888" "GP"
"10358" "755" "888" "GP"
"10359" "684" "888" "GP"
"10360" "770" "888" "GP"
"10361" "791" "888" "GP"
"10362" "792" "888" "GP"
"10363" "781" "888" "GP"
"10364" "714" "888" "GP"
"10365" "713" "888" "GP"
"10366" "710" "888" "GP"
"10367" "766" "888" "GP"
"10368" "924" "888" "GP"
"10369" "729" "889" "GP"
"10370" "676" "889" "GP"
"10371" "687" "889" "GP"
"10372" "787" "889" "GP"
"10373" "683" "889" "GP"
"10374" "734" "889" "GP"
"10375" "703" "889" "GP"
"10376" "688" "889" "GP"
"10377" "711" "889" "GP"
"10378" "699" "889" "GP"
"10379" "721" "889" "GP"
"10380" "718" "889" "GP"
"10381" "708" "889" "GP"
"10382" "732" "889" "GP"
"10383" "662" "889" "GP"
"10384" "725" "889" "GP"
"10385" "752" "889" "GP"
"10386" "751" "889" "GP"
"10387" "736" "889" "GP"
"10388" "672" "889" "GP"
"10389" "722" "889" "GP"
"10390" "768" "889" "GP"
"10391" "674" "889" "GP"
"10392" "677" "889" "GP"
"10393" "738" "889" "GP"
"10394" "735" "889" "GP"
"10395" "694" "889" "GP"
"10396" "652" "889" "GP"
"10397" "691" "889" "GP"
"10398" "757" "889" "GP"
"10399" "782" "889" "GP"
"10400" "680" "889" "GP"
"10401" "742" "889" "GP"
"10402" "696" "889" "GP"
"10403" "763" "889" "GP"
"10404" "753" "889" "GP"
"10405" "670" "889" "GP"
"10406" "749" "889" "GP"
"10407" "750" "889" "GP"
"10408" "654" "889" "GP"
"10409" "655" "889" "GP"
"10410" "747" "889" "GP"
"10411" "789" "889" "GP"
"10412" "698" "889" "GP"
"10413" "716" "889" "GP"
"10414" "705" "889" "GP"
"10415" "777" "889" "GP"
"10416" "744" "889" "GP"
"10417" "778" "889" "GP"
"10418" "746" "889" "GP"
"10419" "767" "889" "GP"
"10420" "741" "889" "GP"
"10421" "758" "889" "GP"
"10422" "726" "889" "GP"
"10423" "656" "889" "GP"
"10424" "686" "889" "GP"
"10425" "728" "889" "GP"
"10426" "668" "889" "GP"
"10427" "745" "889" "GP"
"10428" "762" "889" "GP"
"10429" "658" "889" "GP"
"10430" "733" "889" "GP"
"10431" "664" "889" "GP"
"10432" "690" "889" "GP"
"10433" "660" "889" "GP"
"10434" "740" "889" "GP"
"10435" "739" "889" "GP"
"10436" "764" "889" "GP"
"10437" "769" "889" "GP"
"10438" "717" "889" "GP"
"10439" "681" "889" "GP"
"10440" "779" "889" "GP"
"10441" "796" "889" "GP"
"10442" "743" "889" "GP"
"10443" "701" "889" "GP"
"10444" "719" "889" "GP"
"10445" "693" "889" "GP"
"10446" "707" "889" "GP"
"10447" "786" "889" "GP"
"10448" "759" "889" "GP"
"10449" "756" "889" "GP"
"10450" "887" "889" "GP"
"10451" "727" "889" "GP"
"10452" "795" "889" "GP"
"10453" "748" "889" "GP"
"10454" "755" "889" "GP"
"10455" "684" "889" "GP"
"10456" "770" "889" "GP"
"10457" "791" "889" "GP"
"10458" "792" "889" "GP"
"10459" "781" "889" "GP"
"10460" "714" "889" "GP"
"10461" "713" "889" "GP"
"10462" "710" "889" "GP"
"10463" "766" "889" "GP"
"10464" "924" "889" "GP"
"10465" "729" "893" "GP"
"10466" "676" "893" "GP"
"10467" "687" "893" "GP"
"10468" "787" "893" "GP"
"10469" "683" "893" "GP"
"10470" "734" "893" "GP"
"10471" "703" "893" "GP"
"10472" "688" "893" "GP"
"10473" "711" "893" "GP"
"10474" "699" "893" "GP"
"10475" "721" "893" "GP"
"10476" "718" "893" "GP"
"10477" "708" "893" "GP"
"10478" "732" "893" "GP"
"10479" "662" "893" "GP"
"10480" "725" "893" "GP"
"10481" "752" "893" "GP"
"10482" "751" "893" "GP"
"10483" "736" "893" "GP"
"10484" "672" "893" "GP"
"10485" "722" "893" "GP"
"10486" "768" "893" "GP"
"10487" "674" "893" "GP"
"10488" "677" "893" "GP"
"10489" "738" "893" "GP"
"10490" "735" "893" "GP"
"10491" "694" "893" "GP"
"10492" "652" "893" "GP"
"10493" "691" "893" "GP"
"10494" "757" "893" "GP"
"10495" "782" "893" "GP"
"10496" "680" "893" "GP"
"10497" "742" "893" "GP"
"10498" "696" "893" "GP"
"10499" "763" "893" "GP"
"10500" "753" "893" "GP"
"10501" "670" "893" "GP"
"10502" "749" "893" "GP"
"10503" "750" "893" "GP"
"10504" "654" "893" "GP"
"10505" "655" "893" "GP"
"10506" "747" "893" "GP"
"10507" "789" "893" "GP"
"10508" "698" "893" "GP"
"10509" "716" "893" "GP"
"10510" "705" "893" "GP"
"10511" "777" "893" "GP"
"10512" "744" "893" "GP"
"10513" "778" "893" "GP"
"10514" "746" "893" "GP"
"10515" "767" "893" "GP"
"10516" "741" "893" "GP"
"10517" "758" "893" "GP"
"10518" "726" "893" "GP"
"10519" "656" "893" "GP"
"10520" "686" "893" "GP"
"10521" "728" "893" "GP"
"10522" "668" "893" "GP"
"10523" "745" "893" "GP"
"10524" "762" "893" "GP"
"10525" "658" "893" "GP"
"10526" "733" "893" "GP"
"10527" "664" "893" "GP"
"10528" "690" "893" "GP"
"10529" "660" "893" "GP"
"10530" "740" "893" "GP"
"10531" "739" "893" "GP"
"10532" "764" "893" "GP"
"10533" "769" "893" "GP"
"10534" "717" "893" "GP"
"10535" "681" "893" "GP"
"10536" "779" "893" "GP"
"10537" "796" "893" "GP"
"10538" "743" "893" "GP"
"10539" "701" "893" "GP"
"10540" "719" "893" "GP"
"10541" "693" "893" "GP"
"10542" "707" "893" "GP"
"10543" "786" "893" "GP"
"10544" "759" "893" "GP"
"10545" "756" "893" "GP"
"10546" "887" "893" "GP"
"10547" "727" "893" "GP"
"10548" "795" "893" "GP"
"10549" "748" "893" "GP"
"10550" "755" "893" "GP"
"10551" "684" "893" "GP"
"10552" "770" "893" "GP"
"10553" "791" "893" "GP"
"10554" "792" "893" "GP"
"10555" "781" "893" "GP"
"10556" "714" "893" "GP"
"10557" "713" "893" "GP"
"10558" "710" "893" "GP"
"10559" "766" "893" "GP"
"10560" "924" "893" "GP"
"10561" "729" "843" "GP"
"10562" "676" "843" "GP"
"10563" "687" "843" "GP"
"10564" "787" "843" "GP"
"10565" "683" "843" "GP"
"10566" "734" "843" "GP"
"10567" "703" "843" "GP"
"10568" "688" "843" "GP"
"10569" "711" "843" "GP"
"10570" "699" "843" "GP"
"10571" "721" "843" "GP"
"10572" "718" "843" "GP"
"10573" "708" "843" "GP"
"10574" "732" "843" "GP"
"10575" "662" "843" "GP"
"10576" "725" "843" "GP"
"10577" "752" "843" "GP"
"10578" "751" "843" "GP"
"10579" "736" "843" "GP"
"10580" "672" "843" "GP"
"10581" "722" "843" "GP"
"10582" "768" "843" "GP"
"10583" "674" "843" "GP"
"10584" "677" "843" "GP"
"10585" "738" "843" "GP"
"10586" "735" "843" "GP"
"10587" "694" "843" "GP"
"10588" "652" "843" "GP"
"10589" "691" "843" "GP"
"10590" "757" "843" "GP"
"10591" "782" "843" "GP"
"10592" "680" "843" "GP"
"10593" "742" "843" "GP"
"10594" "696" "843" "GP"
"10595" "763" "843" "GP"
"10596" "753" "843" "GP"
"10597" "670" "843" "GP"
"10598" "749" "843" "GP"
"10599" "750" "843" "GP"
"10600" "654" "843" "GP"
"10601" "655" "843" "GP"
"10602" "747" "843" "GP"
"10603" "789" "843" "GP"
"10604" "698" "843" "GP"
"10605" "716" "843" "GP"
"10606" "705" "843" "GP"
"10607" "777" "843" "GP"
"10608" "744" "843" "GP"
"10609" "778" "843" "GP"
"10610" "746" "843" "GP"
"10611" "767" "843" "GP"
"10612" "741" "843" "GP"
"10613" "758" "843" "GP"
"10614" "726" "843" "GP"
"10615" "656" "843" "GP"
"10616" "686" "843" "GP"
"10617" "728" "843" "GP"
"10618" "668" "843" "GP"
"10619" "745" "843" "GP"
"10620" "762" "843" "GP"
"10621" "658" "843" "GP"
"10622" "733" "843" "GP"
"10623" "664" "843" "GP"
"10624" "690" "843" "GP"
"10625" "660" "843" "GP"
"10626" "740" "843" "GP"
"10627" "739" "843" "GP"
"10628" "764" "843" "GP"
"10629" "769" "843" "GP"
"10630" "717" "843" "GP"
"10631" "681" "843" "GP"
"10632" "779" "843" "GP"
"10633" "796" "843" "GP"
"10634" "743" "843" "GP"
"10635" "701" "843" "GP"
"10636" "719" "843" "GP"
"10637" "693" "843" "GP"
"10638" "707" "843" "GP"
"10639" "786" "843" "GP"
"10640" "759" "843" "GP"
"10641" "756" "843" "GP"
"10642" "887" "843" "GP"
"10643" "727" "843" "GP"
"10644" "795" "843" "GP"
"10645" "748" "843" "GP"
"10646" "755" "843" "GP"
"10647" "684" "843" "GP"
"10648" "770" "843" "GP"
"10649" "791" "843" "GP"
"10650" "792" "843" "GP"
"10651" "781" "843" "GP"
"10652" "714" "843" "GP"
"10653" "713" "843" "GP"
"10654" "710" "843" "GP"
"10655" "766" "843" "GP"
"10656" "924" "843" "GP"
"10657" "729" "873" "GP"
"10658" "676" "873" "GP"
"10659" "687" "873" "GP"
"10660" "787" "873" "GP"
"10661" "683" "873" "GP"
"10662" "734" "873" "GP"
"10663" "703" "873" "GP"
"10664" "688" "873" "GP"
"10665" "711" "873" "GP"
"10666" "699" "873" "GP"
"10667" "721" "873" "GP"
"10668" "718" "873" "GP"
"10669" "708" "873" "GP"
"10670" "732" "873" "GP"
"10671" "662" "873" "GP"
"10672" "725" "873" "GP"
"10673" "752" "873" "GP"
"10674" "751" "873" "GP"
"10675" "736" "873" "GP"
"10676" "672" "873" "GP"
"10677" "722" "873" "GP"
"10678" "768" "873" "GP"
"10679" "674" "873" "GP"
"10680" "677" "873" "GP"
"10681" "738" "873" "GP"
"10682" "735" "873" "GP"
"10683" "694" "873" "GP"
"10684" "652" "873" "GP"
"10685" "691" "873" "GP"
"10686" "757" "873" "GP"
"10687" "782" "873" "GP"
"10688" "680" "873" "GP"
"10689" "742" "873" "GP"
"10690" "696" "873" "GP"
"10691" "763" "873" "GP"
"10692" "753" "873" "GP"
"10693" "670" "873" "GP"
"10694" "749" "873" "GP"
"10695" "750" "873" "GP"
"10696" "654" "873" "GP"
"10697" "655" "873" "GP"
"10698" "747" "873" "GP"
"10699" "789" "873" "GP"
"10700" "698" "873" "GP"
"10701" "716" "873" "GP"
"10702" "705" "873" "GP"
"10703" "777" "873" "GP"
"10704" "744" "873" "GP"
"10705" "778" "873" "GP"
"10706" "746" "873" "GP"
"10707" "767" "873" "GP"
"10708" "741" "873" "GP"
"10709" "758" "873" "GP"
"10710" "726" "873" "GP"
"10711" "656" "873" "GP"
"10712" "686" "873" "GP"
"10713" "728" "873" "GP"
"10714" "668" "873" "GP"
"10715" "745" "873" "GP"
"10716" "762" "873" "GP"
"10717" "658" "873" "GP"
"10718" "733" "873" "GP"
"10719" "664" "873" "GP"
"10720" "690" "873" "GP"
"10721" "660" "873" "GP"
"10722" "740" "873" "GP"
"10723" "739" "873" "GP"
"10724" "764" "873" "GP"
"10725" "769" "873" "GP"
"10726" "717" "873" "GP"
"10727" "681" "873" "GP"
"10728" "779" "873" "GP"
"10729" "796" "873" "GP"
"10730" "743" "873" "GP"
"10731" "701" "873" "GP"
"10732" "719" "873" "GP"
"10733" "693" "873" "GP"
"10734" "707" "873" "GP"
"10735" "786" "873" "GP"
"10736" "759" "873" "GP"
"10737" "756" "873" "GP"
"10738" "887" "873" "GP"
"10739" "727" "873" "GP"
"10740" "795" "873" "GP"
"10741" "748" "873" "GP"
"10742" "755" "873" "GP"
"10743" "684" "873" "GP"
"10744" "770" "873" "GP"
"10745" "791" "873" "GP"
"10746" "792" "873" "GP"
"10747" "781" "873" "GP"
"10748" "714" "873" "GP"
"10749" "713" "873" "GP"
"10750" "710" "873" "GP"
"10751" "766" "873" "GP"
"10752" "924" "873" "GP"
"10753" "729" "846" "GP"
"10754" "676" "846" "GP"
"10755" "687" "846" "GP"
"10756" "787" "846" "GP"
"10757" "683" "846" "GP"
"10758" "734" "846" "GP"
"10759" "703" "846" "GP"
"10760" "688" "846" "GP"
"10761" "711" "846" "GP"
"10762" "699" "846" "GP"
"10763" "721" "846" "GP"
"10764" "718" "846" "GP"
"10765" "708" "846" "GP"
"10766" "732" "846" "GP"
"10767" "662" "846" "GP"
"10768" "725" "846" "GP"
"10769" "752" "846" "GP"
"10770" "751" "846" "GP"
"10771" "736" "846" "GP"
"10772" "672" "846" "GP"
"10773" "722" "846" "GP"
"10774" "768" "846" "GP"
"10775" "674" "846" "GP"
"10776" "677" "846" "GP"
"10777" "738" "846" "GP"
"10778" "735" "846" "GP"
"10779" "694" "846" "GP"
"10780" "652" "846" "GP"
"10781" "691" "846" "GP"
"10782" "757" "846" "GP"
"10783" "782" "846" "GP"
"10784" "680" "846" "GP"
"10785" "742" "846" "GP"
"10786" "696" "846" "GP"
"10787" "763" "846" "GP"
"10788" "753" "846" "GP"
"10789" "670" "846" "GP"
"10790" "749" "846" "GP"
"10791" "750" "846" "GP"
"10792" "654" "846" "GP"
"10793" "655" "846" "GP"
"10794" "747" "846" "GP"
"10795" "789" "846" "GP"
"10796" "698" "846" "GP"
"10797" "716" "846" "GP"
"10798" "705" "846" "GP"
"10799" "777" "846" "GP"
"10800" "744" "846" "GP"
"10801" "778" "846" "GP"
"10802" "746" "846" "GP"
"10803" "767" "846" "GP"
"10804" "741" "846" "GP"
"10805" "758" "846" "GP"
"10806" "726" "846" "GP"
"10807" "656" "846" "GP"
"10808" "686" "846" "GP"
"10809" "728" "846" "GP"
"10810" "668" "846" "GP"
"10811" "745" "846" "GP"
"10812" "762" "846" "GP"
"10813" "658" "846" "GP"
"10814" "733" "846" "GP"
"10815" "664" "846" "GP"
"10816" "690" "846" "GP"
"10817" "660" "846" "GP"
"10818" "740" "846" "GP"
"10819" "739" "846" "GP"
"10820" "764" "846" "GP"
"10821" "769" "846" "GP"
"10822" "717" "846" "GP"
"10823" "681" "846" "GP"
"10824" "779" "846" "GP"
"10825" "796" "846" "GP"
"10826" "743" "846" "GP"
"10827" "701" "846" "GP"
"10828" "719" "846" "GP"
"10829" "693" "846" "GP"
"10830" "707" "846" "GP"
"10831" "786" "846" "GP"
"10832" "759" "846" "GP"
"10833" "756" "846" "GP"
"10834" "887" "846" "GP"
"10835" "727" "846" "GP"
"10836" "795" "846" "GP"
"10837" "748" "846" "GP"
"10838" "755" "846" "GP"
"10839" "684" "846" "GP"
"10840" "770" "846" "GP"
"10841" "791" "846" "GP"
"10842" "792" "846" "GP"
"10843" "781" "846" "GP"
"10844" "714" "846" "GP"
"10845" "713" "846" "GP"
"10846" "710" "846" "GP"
"10847" "766" "846" "GP"
"10848" "924" "846" "GP"
"10849" "729" "903" "GP"
"10850" "676" "903" "GP"
"10851" "687" "903" "GP"
"10852" "787" "903" "GP"
"10853" "683" "903" "GP"
"10854" "734" "903" "GP"
"10855" "703" "903" "GP"
"10856" "688" "903" "GP"
"10857" "711" "903" "GP"
"10858" "699" "903" "GP"
"10859" "721" "903" "GP"
"10860" "718" "903" "GP"
"10861" "708" "903" "GP"
"10862" "732" "903" "GP"
"10863" "662" "903" "GP"
"10864" "725" "903" "GP"
"10865" "752" "903" "GP"
"10866" "751" "903" "GP"
"10867" "736" "903" "GP"
